EmpID,FirstName,LastName,Name,Position,Department,Agreement_Date,ExitDate, Contract_Term (in months) ,Current Employee Rating,Basic Salary,Bonus,Benefits,cloud_service_used,database_software_required,statistic_software_required,programming_language_required,Tools_used
1916,Kadyn,Harrison,Kadyn_Harrison,Technician,Production       ,2022-02-05,2023-02-07,12,3,14382.7,0,0,AWS,SQL,SAS,Python,"SQL,SAS,Python"
1918,Callum,Blair,Callum_Blair,Supervisor,Production       ,2023-01-09,2023-03-14,2,3,44.85,0,0,,,,HTML/HTML5,",,HTML/HTML5"
1919,Emilie,Donaldson,Emilie_Donaldson,Shop,Production       ,2022-05-01,2022-11-21,7,3,81342.79,32506.73,5107.18,AWS,SQL,R,Python,"SQL,R,Python"
1920,Darius,Duke,Darius_Duke,Tower Hand,Production       ,2021-01-26,2021-08-06,6,3,80385.12,25375.27,3976.25,,,,,",,"
1921,Kenya,Decker,Kenya_Decker,Engineer,Production       ,2021-09-06,2023-07-02,22,3,139383.6,32671.85,5378.88,AWS,SQL,SPSS,Python,"SQL,SPSS,Python"
1923,Giana,Roach,Giana_Roach,Director,Production       ,2023-03-31,2023-04-30,1,3,101078.63,116560.58,3053.25,,SQL,,Python,"SQL,,Python"
1924,Teagan,Swanson,Teagan_Swanson,Foreman,Production       ,2023-05-16,2023-05-29,0,3,46496,0,3733.1,NoSQL,,,Ruby,",,Ruby"
1925,Jerome,Fischer,Jerome_Fischer,Laborer,Production       ,2023-04-29,2023-07-07,2,3,75755.2,2621.9,2323.71,AWS,,R,Python,",R,Python"
1927,Turner,Bradley,Turner_Bradley,Technician,Production       ,2022-11-03,2023-04-02,5,3,43883.6,2346.21,1664.96,AWS,SQL,R,,"SQL,R,"
1932,John,Smith,John_Smith,Project Manager,Sales,2019-12-24,2022-06-12,30,3,46840,7028.01,2594.8,,,SAS,,",SAS,"
1934,Donysha,Kampew,Donysha_Kampew,Supervisor,Sales,2019-06-25,2020-10-04,16,3,23630.9,7703.68,1542.79,,SQL,,,"SQL,,"
1937,Maryjane,Choi,Maryjane_Choi,Technician,Sales,2022-03-30,2023-01-30,10,3,113524,4515.18,26819.64,,mySQL,,Python,"mySQL,,Python"
1942,Jett,Kent,Jett_Kent,Laborer,Sales,2019-07-30,2022-11-09,40,3,30534.81,11209.63,2262.13,,SQL,,,"SQL,,"
1943,Zander,Aguilar,Zander_Aguilar,Mechanic,Sales,2022-05-08,2022-11-17,6,3,84582.4,0,4576,,SQL,,,"SQL,,"
1945,Jaxson,Brady,Jaxson_Brady,Engineer,Sales,2019-03-28,2022-12-10,45,3,56493.74,3052.6,3280.26,,SQL,,,"SQL,,"
1948,Skyla,Lambert,Skyla_Lambert,Splicer,Sales,2022-07-02,2022-08-09,1,3,75957.28,0,0,,SQL,,,"SQL,,"
1950,Lilliana,Walker,Lilliana_Walker,Splicer,Production       ,2023-07-21,2023-07-21, -   ,3,18007.04,0,12.3,,SQL,,,"SQL,,"
1951,Lindsay,Copeland,Lindsay_Copeland,Foreman,Sales,2020-08-26,2021-05-30,9,3,75755.2,7255.3,3906.73,,,,,",,"
1953,Barbara,Sutwell,Barbara_Sutwell,CFO,Production       ,2023-04-06,2023-05-24,2,3,65159.9,0,1315.2,,SQL,,,"SQL,,"
1954,Lenora,Tejeda,Lenora_Tejeda,Administrator,Production       ,2019-02-18,2022-10-31,45,3,93542.4,0,0,,SQL,,,"SQL,,"
1957,Melisa,Gerke,Melisa_Gerke,Manager,Production       ,2019-05-13,2022-05-30,37,3,69880,0,2754,,SQL,SPSS,,"SQL,SPSS,"
1959,Kamrin,Sander,Kamrin_Sander,Coordinator,Production       ,2022-04-01,2022-04-28,1,3,83898.73,68207.6,6444.36,,,,,",,"
1961,Nina,Panjwani,Nina_Panjwani,Drafter,Production       ,2018-10-11,2022-05-04,43,3,75755.2,7391.63,7308.61,,,,Python,",,Python"
1962,Megan,Faller,Megan_Faller,Clerk,Production       ,2023-06-25,2023-07-25,1,3,10713.76,0,129.75,,SQL,,Python,"SQL,,Python"
1963,Judy,Jung,Judy_Jung,Technician,Production       ,2020-09-14,2021-08-31,12,3,58680.8,0,0,,,,,",,"
1964,April,Evensen,April_Evensen,Manager,Production       ,2022-12-20,2023-03-11,3,3,78653.65,13558.05,5605.01,,SQL,SAS,,"SQL,SAS,"
1969,Allison,Lydon,Allison_Lydon,Foreman,Production       ,2021-01-17,2021-06-08,5,3,51889.92,220.83,8.55,,SQL,SPSS,,"SQL,SPSS,"
1970,Trina,Alagbe,Trina_Alagbe,Foreman,Production       ,2022-04-21,2022-04-21, -   ,3,10082.8,590.4,2672.7,,,SPSS,,",SPSS,"
1971,Betsy,Bondwell,Betsy_Bondwell,Lineman,Production       ,2018-09-15,2023-07-14,59,3,75755.2,9275.31,3501.91,,,SPSS,,",SPSS,"
1972,Joe,Smith,Joe_Smith,Laborer,Production       ,2021-12-04,2022-01-07,1,3,77179.69,18978.23,2180.85,,,SPSS,,",SPSS,"
1977,Paxton,Clarke,Paxton_Clarke,Technician,Production       ,2022-12-26,2023-07-04,6,3,52719.8,0,1188.5,,,,C/C++/C#/Objective-C,",,C/C++/C#/Objective-C"
1978,Lillian,Hines,Lillian_Hines,Administrator,Production       ,2021-10-05,2023-07-02,21,3,50804,0,0,,,,Python,",,Python"
1979,Liam,Snow,Liam_Snow,Engineer,Production       ,2022-09-25,2023-03-27,6,3,47.68,0,0,NoSQL,SQL,,Ruby,"SQL,,Ruby"
1981,Ayanna,Short,Ayanna_Short,Foreman,Production       ,2021-04-08,2023-07-16,28,3,63252.08,0,0,NoSQL,SQL,,Ruby,"SQL,,Ruby"
1983,Ricardo,Bruce,Ricardo_Bruce,Laborer,Production       ,2020-03-14,2022-10-22,32,3,49586.56,513.14,0,,,,Python,",,Python"
1985,Braxton,Rojas,Braxton_Rojas,Lineman,Production       ,2023-03-19,2023-04-04,1,3,75755.2,32387.77,5365.95,Azure,SQL,R,Python,"SQL,R,Python"
1988,Juliana,Dyer,Juliana_Dyer,Laborer,Production       ,2018-11-23,2019-08-19,9,3,3304.88,505.97,0,MapReduce,SQL,,Python,"SQL,,Python"
1990,Adriana,Weber,Adriana_Weber,Laborer,Production       ,2020-05-16,2022-05-18,24,3,104976.05,73900.38,27032.88,,Teradata,SAS,,"Teradata,SAS,"
1991,Lola,Hensley,Lola_Hensley,Technician,Production       ,2019-06-18,2023-07-05,49,3,39677.12,1234.68,0.75,,SQL,,,"SQL,,"
1992,Shamar,Delgado,Shamar_Delgado,Laborer,Production       ,2019-05-20,2021-03-30,23,3,75755.2,4383.72,7130,,,,HTML/HTML5,",,HTML/HTML5"
1993,Emmanuel,Huang,Emmanuel_Huang,Technician,Production       ,2020-10-16,2021-02-12,4,3,51798.4,7022.93,932.79,,,SPSS,,",SPSS,"
1994,Brenna,Decker,Brenna_Decker,Lineman,Production       ,2022-07-01,2022-11-03,4,3,78196,8987.37,2868.77,,,,,",,"
1996,Gaige,Marsh,Gaige_Marsh,Lineman,Production       ,2021-10-24,2021-11-21,1,3,81345.6,1348.87,4256.2,,,R,,",R,"
1997,Karli,Ross,Karli_Ross,Project Manager,Production       ,2019-02-28,2019-10-11,8,3,21883.52,0,3125.02,,SQL,,,"SQL,,"
1999,Kayla,Gibbs,Kayla_Gibbs,Locator,Production       ,2021-10-17,2022-11-12,13,3,38568,6141.95,13.05,,,,,",,"
2000,Jocelyn,Jackson,Jocelyn_Jackson,Flagger,Production       ,2022-05-13,2022-09-12,4,3,48622.4,0,0,,SQL,SAS,,"SQL,SAS,"
2001,Gilbert,Newman,Gilbert_Newman,Coordinator,Production       ,2019-10-09,2023-01-06,40,3,20044.16,0,0,,SQL,,Python,"SQL,,Python"
2002,Roberto,Rosales,Roberto_Rosales,Laborer,Production       ,2018-10-12,2023-07-21,58,3,39341.8,330.9,1853.6,MapReduce,SQL,SAS,Python,"SQL,SAS,Python"
2003,Justice,Rhodes,Justice_Rhodes,Welder,Production       ,2020-04-13,2022-11-28,32,3,36739.2,0,2979.11,,SQL,,Python,"SQL,,Python"
2005,Laci,Baird,Laci_Baird,Laborer,Production       ,2018-12-21,2022-11-16,48,3,80715.53,41888.11,3206.75,,SQL,,,"SQL,,"
2008,Kaila,Johnston,Kaila_Johnston,Lineman,Production       ,2019-07-15,2020-01-13,6,3,84582.4,0,6076,,SQL,SPSS,,"SQL,SPSS,"
2010,Araceli,Mcguire,Araceli_Mcguire,Laborer,Production       ,2023-02-04,2023-06-24,5,3,46096,2638.26,6856.6,,,,,",,"
2011,Naomi,Hardin,Naomi_Hardin,Clerk,Production       ,2022-07-03,2022-07-12,0,3,47712.6,3580.36,4870.8,,Teradata,SAS,,"Teradata,SAS,"
2012,Darnell,Eaton,Darnell_Eaton,Vp,Production       ,2020-01-24,2022-09-14,32,3,107875.2,6795.61,7396.86,,,,,",,"
2013,Zariah,Ritter,Zariah_Ritter,Foreman,Production       ,2019-07-07,2021-03-27,21,3,105954,0,4210.4,,,,,",,"
2018,Anya,Morton,Anya_Morton,Runner,Production       ,2022-03-09,2023-05-18,15,3,69200.8,6287.93,269.9,,,SPSS,,",SPSS,"
2020,Angelique,Mathis,Angelique_Mathis,Billing Officer,Production       ,2021-05-08,2022-08-05,15,3,60323.2,6940.22,9181.49,Azure,SQL,,,"SQL,,"
2023,Sophie,Moran,Sophie_Moran,Foreman,Production       ,2022-01-29,2022-04-23,3,3,41854.4,0,6000,,SQL,SAS,,"SQL,SAS,"
2024,Yair,Snyder,Yair_Snyder,Coordinator,Production       ,2021-07-06,2022-03-14,8,3,35533.36,0,0,,SQL,,,"SQL,,"
2025,Shamar,Herman,Shamar_Herman,Laborer,Production       ,2021-01-29,2023-02-12,25,3,30248.4,0,8065.01,,SQL,,Java/Javascript,"SQL,,Java/Javascript"
2026,Ishaan,Schaefer,Ishaan_Schaefer,Locator,Production       ,2023-05-13,2023-06-10,1,3,60547.2,456.64,2363.09,,,,,",,"
2028,Linda,Combs,Linda_Combs,Tower Hand,Production       ,2021-09-30,2021-11-14,2,3,3203.3,0,0,,,,,",,"
2030,Yuliana,Nelson,Yuliana_Nelson,Operator,Production       ,2019-04-26,2019-05-13,1,3,31328.7,1293.98,6832.87,,,,,",,"
2031,August,Wiley,August_Wiley,Manager,Production       ,2022-02-19,2023-04-05,14,3,60890.99,1177.83,701,,SQL,,,"SQL,,"
2032,Lindsay,Pennington,Lindsay_Pennington,Technician,Production       ,2022-04-16,2022-12-25,8,3,76672,0,8009.6,MapReduce,SQL,R,,"SQL,R,"
2034,Jaliyah,Conway,Jaliyah_Conway,Driver,Production       ,2021-08-26,2023-08-03,24,3,103272,0,1638.6,,SQL,,Java/Javascript,"SQL,,Java/Javascript"
2035,Raymond,Gillespie,Raymond_Gillespie,Lineman,Production       ,2020-06-06,2021-11-23,18,3,72825.6,0,4902.54,,,SAS,,",SAS,"
2037,Ian,Hester,Ian_Hester,Clerk,Production       ,2021-01-09,2022-05-14,16,3,141286.4,0,10157.6,,,SPSS,,",SPSS,"
2040,Brynlee,Crawford,Brynlee_Crawford,Lineman,Production       ,2021-12-05,2023-06-26,19,3,75755.2,11210.39,11424.21,,,,,",,"
2050,Meadow,Atkins,Meadow_Atkins,Safety,Production       ,2022-01-11,2022-12-16,11,3,96.44,0,0,,,,,",,"
2052,Blaine,Contreras,Blaine_Contreras,Laborer,Production       ,2020-06-10,2022-11-13,30,3,67720,140.22,5125,,,,,",,"
2054,Erika,Mata,Erika_Mata,Coordinator,Production       ,2018-10-25,2021-10-15,36,3,84582.4,0,1638.6,,,,,",,"
2056,Kelly,Ellis,Kelly_Ellis,Laborer,Production       ,2020-04-17,2022-02-26,23,3,72803.2,288.08,9437.27,NoSQL,SQL,R,Python,"SQL,R,Python"
2058,Brady,Boyd,Brady_Boyd,Laborer,Production       ,2022-04-17,2022-06-03,2,3,3609.77,0,0,,,R,Python,",R,Python"
2059,Alfred,Manning,Alfred_Manning,Laborer,Production       ,2023-07-29,2023-08-06,0,3,32412.1,34.16,0,,,,,",,"
2064,Philip,Cobb,Philip_Cobb,Executive,Production       ,2020-08-28,2020-12-26,4,3,30437.6,2961.09,1771.26,Azure,,,,",,"
2066,Ellie,Holder,Ellie_Holder,Manager,Production       ,2023-08-04,2023-08-04, -   ,3,76953.51,5345.35,6829.33,,,R,Python,",R,Python"
2073,Armani,Barker,Armani_Barker,Manager,Production       ,2023-03-03,2023-08-06,5,3,35808.8,51.04,456.4,AWS,SQL,SAS,Python,"SQL,SAS,Python"
2076,Nathalia,Larson,Nathalia_Larson,Project Manager,Production       ,2021-12-07,2023-01-02,13,3,267.39,0,0,Azure,SQL,R,,"SQL,R,"
2077,Laurel,Chan,Laurel_Chan,Foreman,Production       ,2020-11-18,2021-02-13,3,3,50108.4,2919.42,2739.49,NoSQL,,,Java/Javascript,",,Java/Javascript"
2078,Alejandra,Barnes,Alejandra_Barnes,Laborer,Production       ,2018-09-26,2019-10-15,13,3,207,0,0,NoSQL,SQL,,Ruby,"SQL,,Ruby"
2080,Ellie,Robbins,Ellie_Robbins,Supervisor,Production       ,2022-09-15,2023-02-14,5,3,85572.79,7531.74,3060.86,MapReduce,,SPSS,Python,",SPSS,Python"
2085,Layton,Goodwin,Layton_Goodwin,Engineer,Production       ,2019-05-05,2022-01-11,33,3,73198.4,0,0,,Oracle,,,"Oracle,,"
2086,Eliza,Munoz,Eliza_Munoz,Laborer,Production       ,2021-05-31,2021-11-12,6,3,85366.48,0,3377.6,,,,,",,"
2087,Arianna,Durham,Arianna_Durham,Laborer,Production       ,2019-11-21,2020-06-24,7,3,36863.6,39.4,0,,,,,",,"
2089,Ethan,Rhodes,Ethan_Rhodes,Director,Production       ,2018-12-29,2020-07-04,18,3,75755.2,11559.05,6218.33,,SQL,,,"SQL,,"
2093,Carlee,Lang,Carlee_Lang,Technician,Production       ,2020-09-08,2022-08-24,24,3,0,0,1150,,,,,",,"
2094,Eli,Flores,Eli_Flores,Groundman,Production       ,2019-06-16,2021-09-07,27,3,75755.2,926.71,5336.16,,,,,",,"
2095,Lyric,Solomon,Lyric_Solomon,Manager,Production       ,2023-07-14,2023-07-16,0,3,64083.2,1480.62,4462.72,,,,,",,"
2097,Parker,Fritz,Parker_Fritz,Lineman,Production       ,2018-12-06,2019-04-09,4,2,120464.2,14300.42,8761.96,,SQL,R,Python,"SQL,R,Python"
2101,Justice,Curry,Justice_Curry,Engineer,Production       ,2022-12-28,2023-05-13,5,5,14830.34,113.7,26.9,MapReduce,SQL,SAS,Python,"SQL,SAS,Python"
2106,Tony,Mendoza,Tony_Mendoza,Foreman,Production       ,2019-04-14,2023-01-20,46,2,54188,0,0,Azure,mySQL,SPSS,Ruby,"mySQL,SPSS,Ruby"
2107,Jacqueline,Black,Jacqueline_Black,Project Manager,Production       ,2023-06-02,2023-07-24,2,1,75755.2,5923.87,7568.03,NoSQL,,SAS,Python,",SAS,Python"
2108,Denise,Mccullough,Denise_Mccullough,Driller,Production       ,2022-05-09,2023-01-03,8,2,80616.82,59262.24,1445.74,,,,,",,"
2111,Carmelo,Hayden,Carmelo_Hayden,Lineman,Production       ,2022-03-29,2022-07-30,4,5,25457.12,0,340.8,AWS,SQL,,Ruby,"SQL,,Ruby"
2112,Emilio,Pierce,Emilio_Pierce,Technician,Production       ,2019-07-30,2020-01-21,6,4,84582.4,0,1638,,,,Python,",,Python"
2113,Emerson,Wood,Emerson_Wood,Clerk,Production       ,2020-07-09,2022-12-10,29,2,61588.8,0,2281.96,,SQL,SPSS,,"SQL,SPSS,"
2115,Nikhil,Cummings,Nikhil_Cummings,Engineer,Production       ,2019-04-15,2023-05-10,50,2,72223.2,0,1456,,SQL,,,"SQL,,"
2122,Tia,Kent,Tia_Kent,Locator,Production       ,2021-06-11,2022-11-14,17,5,26949.6,0,23184.3,GCP,,,Python,",,Python"
2124,Spencer,Hicks,Spencer_Hicks,Laborer,Production       ,2023-02-21,2023-07-09,5,2,75755.2,27507.55,3248.33,MapReduce,,,Python,",,Python"
2126,Chasity,Kennedy,Chasity_Kennedy,Helpdesk,Production       ,2021-03-08,2022-10-07,19,1,131900.8,0,9793.6,Azure,,,Java/Javascript,",,Java/Javascript"
2131,Kaiya,Marsh,Kaiya_Marsh,Laborer,Production       ,2020-06-06,2022-03-12,21,4,75755.2,5492.79,2833.94,,,R,Ruby,",R,Ruby"
2134,Beatrice,Faulkner,Beatrice_Faulkner,Foreman,Production       ,2022-02-28,2023-05-31,15,2,58550.4,64.54,2800,,,SPSS,Python,",SPSS,Python"
2135,Valeria,Mayo,Valeria_Mayo,Technician,Production       ,2021-10-25,2023-02-18,16,2,44460.8,3698.12,2597.4,MapReduce,SQL,SAS,,"SQL,SAS,"
2136,Darrell,Vaughan,Darrell_Vaughan,Labor,Production       ,2018-09-12,2020-07-11,22,1,75755.2,5248.84,9789.66,,,,Python,",,Python"
2137,Carlos,Murphy,Carlos_Murphy,Laborer,Production       ,2022-12-31,2023-01-15,1,5,52464,1248.4,2179.77,,,R,Python,",R,Python"
2138,Wilson,Sloan,Wilson_Sloan,Evp,Production       ,2021-11-04,2023-06-10,19,2,80299.04,0,0,Azure,SQL,R,Ruby,"SQL,R,Ruby"
2141,Casey,Dixon,Casey_Dixon,Foreman,Production       ,2018-09-29,2023-05-20,56,2,70616,0,0,MapReduce,SQL,SAS,Python,"SQL,SAS,Python"
2142,Josue,Gentry,Josue_Gentry,Engineer,Production       ,2020-01-09,2020-11-02,10,2,79953.6,0,15001.22,AWS,mySQL,SPSS,,"mySQL,SPSS,"
2143,Adelaide,Meyer,Adelaide_Meyer,Coordinator,Production       ,2020-07-01,2022-10-31,28,1,72825.6,56209.85,4474.68,MapReduce,SQL,R,Python,"SQL,R,Python"
2146,Frankie,Franklin,Frankie_Franklin,Model Assistant,Production       ,2019-12-25,2023-06-04,42,2,62880.48,0,0,Azure,SQL,SAS,Python,"SQL,SAS,Python"
2147,Vance,Cain,Vance_Cain,Lineman,Production       ,2020-08-14,2021-10-27,15,4,45340.26,12618.05,2266.85,Azure,,SPSS,Python,",SPSS,Python"
2149,Cheyanne,Hess,Cheyanne_Hess,Coordinator,Production       ,2021-05-02,2023-06-27,26,5,108708.8,0,4200,NoSQL,SQL,R,Python,"SQL,R,Python"
2150,Ishaan,Sheppard,Ishaan_Sheppard,Splicer,Production       ,2023-01-21,2023-03-29,2,5,103272,0,1346.5,,SQL,SAS,,"SQL,SAS,"
2151,Areli,Mitchell,Areli_Mitchell,Engineer,Production       ,2021-01-20,2023-06-27,30,1,102708.64,2745.98,19207.21,Azure,SQL,R,Python,"SQL,R,Python"
2155,Arthur,Wilson,Arthur_Wilson,Coordinator,Production       ,2019-06-29,2023-02-19,44,4,65913.6,0,2200,,SQL,,Java/Javascript,"SQL,,Java/Javascript"
2156,Ariel,Osborn,Ariel_Osborn,Manager,Production       ,2018-09-11,2020-03-14,18,3,84251.73,5651.79,3594.33,MapReduce,,R,Python,",R,Python"
2157,Ansley,Arias,Ansley_Arias,Assistant,Production       ,2020-05-15,2021-12-22,20,4,76563.6,1853.54,6240.4,,,SAS,,",SAS,"
2159,Matias,Burns,Matias_Burns,Lineman,Production       ,2021-03-23,2022-03-22,12,5,70220.2,567.2,19611.49,MapReduce,,R,Python,",R,Python"
2160,Aden,George,Aden_George,Laborer,Production       ,2022-11-07,2023-04-06,5,3,5756.71,0,312.11,,,,,",,"
2165,Yasmine,Hughes,Yasmine_Hughes,Laborer,Production       ,2019-03-16,2020-04-26,14,3,75755.2,27286.87,4315.91,GCP,,SPSS,,",SPSS,"
2167,Kendrick,Ashley,Kendrick_Ashley,Administrator,Production       ,2018-12-30,2020-08-10,20,3,62260.71,12574.75,11586.24,GCP,SQL,R,Python,"SQL,R,Python"
2169,Larissa,Warner,Larissa_Warner,Flagger,Production       ,2020-07-04,2022-05-11,23,3,51050.43,17236.62,1586.47,,,R,Python,",R,Python"
2171,Simone,Sharp,Simone_Sharp,Executive Assistant,Production       ,2021-08-09,2022-05-27,10,3,98179.2,0,1731,,,,C/C++/C#/Objective-C,",,C/C++/C#/Objective-C"
2172,Cristofer,Mcbride,Cristofer_Mcbride,Laborer,Production       ,2021-05-16,2023-06-30,26,3,45240.8,99.41,119.8,,,,,",,"
2173,Charlize,Wong,Charlize_Wong,Engineer,Production       ,2021-08-14,2021-10-08,2,3,3001.68,0,4.8,,,,,",,"
2175,Kason,Ellison,Kason_Ellison,Technician,Production       ,2019-12-16,2020-06-21,6,2,75755.2,2909.28,4952.32,AWS,SQL,,,"SQL,,"
2179,Raphael,Solomon,Raphael_Solomon,Supervisor,Production       ,2022-10-28,2023-05-27,7,4,75755.2,5288.2,8478.45,,,,,",,"
2180,Zariah,Castaneda,Zariah_Castaneda,Technician,Production       ,2018-11-03,2023-05-03,55,5,125842.62,0,6223.2,,,,,",,"
2181,Trevin,Lambert,Trevin_Lambert,Foreman,Production       ,2019-03-05,2020-03-16,13,5,50266.72,4481.96,2034.1,,SQL,,Java/Javascript,"SQL,,Java/Javascript"
2184,Mason,Brewer,Mason_Brewer,Laborer,Production       ,2021-09-05,2023-03-31,19,2,48073.87,13504.5,840.72,,,R,Python,",R,Python"
2185,Salvatore,Snyder,Salvatore_Snyder,Groundman,Production       ,2020-05-17,2022-02-18,21,5,61962.4,12121.02,5227.85,,,,,",,"
2186,Vivian,Hickman,Vivian_Hickman,Technician,Production       ,2023-03-03,2023-03-23,1,1,44701.6,0,850,,SQL,,,"SQL,,"
2188,Grant,York,Grant_York,Laborer,Production       ,2021-02-11,2023-06-28,29,2,4245.25,0,0,,,,,",,"
2190,Kimberly,Horn,Kimberly_Horn,Laborer,Production       ,2023-04-25,2023-06-15,2,5,38170.6,0,29041.8,,,,Java/Javascript,",,Java/Javascript"
2191,Paul,Moreno,Paul_Moreno,Engineer,Production       ,2021-02-14,2023-04-19,26,5,23778.18,1747.38,1524.81,,,R,Python,",R,Python"
2192,Macey,Christian,Macey_Christian,Administrator,Production       ,2020-10-07,2023-01-18,28,1,38954.56,0,0,Azure,,,Python,",,Python"
2193,Joel,Bowen,Joel_Bowen,Laborer,Production       ,2019-02-28,2023-06-01,52,4,103272,0,2000,,,,Python,",,Python"
2195,Josie,Mercer,Josie_Mercer,Laborer,Production       ,2023-06-02,2023-07-07,1,2,35191.08,0,347.5,,,,,",,"
2196,Ellie,Ortega,Ellie_Ortega,Operator,Production       ,2022-11-14,2023-01-04,2,5,50689.01,10552.48,10656.26,,SQL,,,"SQL,,"
2197,Adrien,Maddox,Adrien_Maddox,Operator,Production       ,2018-08-22,2021-11-10,39,4,58656.32,0,34471.58,GCP,SQL,R,Python,"SQL,R,Python"
2198,Landyn,Velez,Landyn_Velez,Driver,Production       ,2022-12-15,2022-12-29,0,1,75755.2,1374.26,2307.82,,SQL,R,Python,"SQL,R,Python"
2203,Colton,Le,Colton_Le,Technician,Production       ,2020-02-29,2021-05-20,15,1,75755.2,0,18420.75,AWS,SQL,R,Python,"SQL,R,Python"
2204,Leonidas,Bridges,Leonidas_Bridges,Supervisor,Production       ,2021-09-24,2022-01-28,4,2,55350.95,4722.48,4099.16,,,,,",,"
2205,Gia,Franco,Gia_Franco,Administrator,Production       ,2022-04-13,2023-07-30,16,4,109230.4,27069.45,20826.08,,SQL,,,"SQL,,"
2210,Julia,Soto,Julia_Soto,Vp,IT/IS,2021-05-31,2022-10-31,17,4,125521.6,0,5605,,SQL,,,"SQL,,"
2212,Savanna,Mayo,Savanna_Mayo,CFO,IT/IS,2022-07-03,2023-03-22,9,1,62947.7,0,1402.8,,SQL,,,"SQL,,"
2213,Branden,Khan,Branden_Khan,Shop,IT/IS,2023-03-15,2023-05-10,2,5,33850.4,9398.7,1381.64,,Teradata,SAS,,"Teradata,SAS,"
2214,Aiden,Wade,Aiden_Wade,Tower Hand,IT/IS,2021-07-29,2022-08-12,13,4,53948.8,1936.08,5101.25,,SQL,,,"SQL,,"
2215,Conrad,Ochoa,Conrad_Ochoa,Engineer,IT/IS,2022-02-05,2023-01-13,11,1,34376,1166.43,422.28,,SQL,,,"SQL,,"
2217,Kaylie,Ayers,Kaylie_Ayers,Director,IT/IS,2020-11-23,2020-12-14,1,4,50590.6,13168.13,1924.03,,SQL,,,"SQL,,"
2218,Abdullah,Arellano,Abdullah_Arellano,Foreman,IT/IS,2019-02-21,2022-10-21,45,4,37613.6,709.59,11.5,,,SPSS,,",SPSS,"
2219,Hazel,Lane,Hazel_Lane,Laborer,IT/IS,2022-09-25,2023-05-06,7,5,55.2,0,0,,SQL,R,Python,"SQL,R,Python"
2222,Caiden,Lam,Caiden_Lam,Laborer,IT/IS,2020-07-21,2021-08-18,13,4,45955.22,606.27,0,,,SPSS,Python,",SPSS,Python"
2226,Zechariah,Strong,Zechariah_Strong,Administrator,IT/IS,2019-03-22,2021-06-17,27,1,63845.2,5429.13,5276.09,,,,,",,"
2228,Kayley,Romero,Kayley_Romero,Laborer,IT/IS,2018-08-12,2022-06-13,47,4,56481.89,20373.23,1095.4,,,,,",,"
2234,Ariel,Barnes,Ariel_Barnes,Laborer,IT/IS,2021-02-20,2022-01-09,11,2,64599.2,7269.3,4509.7,,SQL,,,"SQL,,"
2236,Princess,Long,Princess_Long,Project Manager,IT/IS,2018-12-23,2021-10-11,34,1,10099.36,0,0,MapReduce,SQL,SAS,,"SQL,SAS,"
2237,Lyla,Wong,Lyla_Wong,Laborer,IT/IS,2022-01-10,2023-01-04,12,2,43452.8,0,723.42,,Oracle,,,"Oracle,,"
2238,Shyanne,Livingston,Shyanne_Livingston,Purchasing,IT/IS,2021-03-04,2021-12-06,9,2,80469.76,0,2409.6,,SQL,SPSS,Python,"SQL,SPSS,Python"
2239,Dario,Whitney,Dario_Whitney,Manager,IT/IS,2023-03-10,2023-04-04,1,5,73007.36,0,2850,,mySQL,,,"mySQL,,"
2242,Aileen,Pacheco,Aileen_Pacheco,Runner,IT/IS,2022-05-10,2022-07-16,2,4,87847.08,7275.42,3904.25,,SQL,,,"SQL,,"
2243,Dorian,Wu,Dorian_Wu,Accountant,IT/IS,2023-04-13,2023-05-03,1,4,72510.95,0,2883.13,,SQL,,,"SQL,,"
2245,Londyn,Underwood,Londyn_Underwood,Supervisor,IT/IS,2021-02-28,2022-07-13,17,5,56168.4,0,0,NoSQL,mySQL,,,"mySQL,,"
2246,Britney,Logan,Britney_Logan,Technician,IT/IS,2020-10-14,2022-04-10,18,4,49568.4,2570.64,1931.7,,SQL,,,"SQL,,"
2247,Alessandra,Novak,Alessandra_Novak,Engineer,IT/IS,2018-09-10,2023-06-08,58,2,65308.4,0,0,,,SAS,,",SAS,"
2248,Ariel,Powers,Ariel_Powers,Laborer,IT/IS,2022-12-16,2023-05-28,5,2,80418.72,7914.88,4603.26,,SQL,,Python,"SQL,,Python"
2249,Jewel,Bryant,Jewel_Bryant,Laborer,IT/IS,2018-09-28,2019-01-26,4,4,49398.88,5048.28,2370.12,,SQL,,,"SQL,,"
2250,Irene,Kim,Irene_Kim,Groundman,IT/IS,2022-03-08,2022-04-26,2,5,58550.4,15166.45,5841.27,Azure,SQL,SPSS,,"SQL,SPSS,"
2255,Gabrielle,Mercer,Gabrielle_Mercer,Lineman,IT/IS,2020-09-15,2021-10-01,13,2,21629.7,4572.73,1436.91,,Teradata,,,"Teradata,,"
2257,Ingrid,Lucero,Ingrid_Lucero,Administrator,IT/IS,2021-04-29,2022-06-10,14,2,40018.8,257.42,0.4,AWS,SQL,R,Python,"SQL,R,Python"
2260,Rocco,Vaughan,Rocco_Vaughan,Billing Officer,IT/IS,2020-01-17,2021-09-30,21,1,103272,0,5446.34,,SQL,,Ruby,"SQL,,Ruby"
